#,key,char,hbl,cat,edb,jp,eng,cmn,urd,urd_,nep,hin,hin_,ind
96880,須知,須知,hbl__08,,edb__KS2,seoi1-zi1,notice,,,,,,,
96890,須要,須要,hbl__08,,edb__KS2,seoi1-jiu3,must,,,,,,,
96900,預兆,預兆,hbl__08,,edb__KS2,jyu6-siu6,to omen,,,,,,,
96910,預報,預報,hbl__08,,edb__KS2,jyu6-bou3,to forecast,,,,,,,
96920,預定,預定,hbl__08,,edb__KS2,jyu6-ding6,to fix in advance,,,,,,,
96930,預料,預料,hbl__08,,edb__KS2,jyu6-liu6,to expect,,,,,,,
96940,預期,預期,hbl__08,,edb__KS2,jyu6-kei4,to anticipate,,,,,,,
96950,預測,預測,hbl__08,,edb__KS2,jyu6-cak1[jyu6-caak1],to forecast,,,,,,,
96960,預示,預示,hbl__08,,edb__KS2,jyu6-si6,to foreshow,,,,,,,
96970,預科,預科,hbl__08,,edb__KS2,jyu6-fo1,matriculation,,,,,,,
96980,預算,預算,hbl__08,,edb__KS2,jyu6-syun3,budget,,,,,,,
96990,預約,預約,hbl__08,,edb__KS2,jyu6-joek3,to make an appointment,,,,,,,
97000,預言,預言,hbl__08,,edb__KS2,jyu6-jin4,to predict,,,,,,,
97010,預計,預計,hbl__08,,edb__KS2,jyu6-gai3,to estimate,,,,,,,
97020,頑固,頑固,hbl__08,,edb__KS2,waan4-gu3,stubborn,,,,,,,
97030,頑強,頑強,hbl__08,,edb__KS2,waan4-koeng4,persistent,,,,,,,
97040,頒佈,頒佈,hbl__08,,edb__KS2,baan1-bou3,to decree,,,,,,,
97050,頒布,頒布,hbl__08,,edb__KS2,baan1-bou3,to decree,,,,,,,
97060,頒發,頒發,hbl__08,,edb__KS2,baan1-faat3,to award,,,,,,,
97070,頓時,頓時,hbl__08,,edb__KS2,deon6-si4,at once,,,,,,,
97080,領土,領土,hbl__08,,edb__KS2,ling5-tou2,territory,,,,,,,
97090,領導,領導,hbl__08,,edb__KS2,ling5-dou6,to lead,,,,,,,
97100,領悟,領悟,hbl__08,,edb__KS2,ling5-ng6,to comprehend,,,,,,,
97110,領會,領會,hbl__08,,edb__KS2,ling5-wui6,to understand,,,,,,,
97120,領略,領略,hbl__08,,edb__KS2,ling5-loek6,to realise,,,,,,,
97130,領袖,領袖,hbl__08,,edb__KS2,ling5-zau6,leader,,,,,,,
97150,頸鏈,頸鏈,hbl__08,,edb__KS2,geng2-lin6[geng2-lin2],necklace,,,,,,,
97160,頻繁,頻繁,hbl__08,,edb__KS2,pan4-faan4,frequently,,,,,,,
97170,頻道,頻道,hbl__08,,edb__KS2,pan4-dou6,(radio or television) channel,,,,,,,
97180,頻頻,頻頻,hbl__08,,edb__KS2,pan4-pan4,repeatedly,,,,,,,
97190,顆粒,顆粒,hbl__08,,edb__KS2,fo2-nap1,grain,,,,,,,
97200,題材,題材,hbl__08,,edb__KS2,tai4-coi4,theme,,,,,,,
97210,額外,額外,hbl__08,,edb__KS2,ngaak6-ngoi6,extra,,,,,,,
97220,願,願,hbl__08,,edb__KS2,jyun6,hope,,,,,,,
97230,顛倒,顛倒,hbl__08,,edb__KS2,din1-dou2,to reverse,,,,,,,
97240,類似,類似,hbl__08,,edb__KS2,leoi6-ci5,similar to,,,,,,,
97250,顧及,顧及,hbl__08,,edb__KS2,gu3-kap6,to take into account,,,,,,,
97260,顧名思義,顧名思義,hbl__08,,edb__KS2,gu3-ming4-si1-ji6,just as the name implies,,,,,,,
97270,顧問,顧問,hbl__08,,edb__KS2,gu3-man6,adviser,,,,,,,
97280,顯得,顯得,hbl__08,,edb__KS2,hin2-dak1,to look,,,,,,,
97290,顯微鏡,顯微鏡,hbl__08,,edb__KS2,hin2-mei4-geng3,microscope,,,,,,,
97300,顯然,顯然,hbl__08,,edb__KS2,hin2-jin4,obviously,,,,,,,
97310,顯示,顯示,hbl__08,,edb__KS2,hin2-si6,to show,,,,,,,
97320,顯示屏,顯示屏,hbl__08,,edb__KS2,hin2-si6-ping4,display screen,,,,,,,
97330,顯而易見,顯而易見,hbl__08,,edb__KS2,hin2-ji4-ji6-gin3,obviously,,,,,,,
97340,顯著,顯著,hbl__08,,edb__KS2,hin2-zyu3,notable,,,,,,,
97350,風化,風化,hbl__08,,edb__KS2,fung1-faa3,morals and manners,,,,,,,
97360,風味,風味,hbl__08,,edb__KS2,fung1-mei6,flavour,,,,,,,
97370,風度,風度,hbl__08,,edb__KS2,fung1-dou6,demeanour,,,,,,,
97380,風情,風情,hbl__08,,edb__KS2,fung1-cing4,romantic feeling,,,,,,,
97390,風格,風格,hbl__08,,edb__KS2,fung1-gaak3,manner,,,,,,,
97400,風氣,風氣,hbl__08,,edb__KS2,fung1-hei3,ethos,,,,,,,
97410,風流,風流,hbl__08,,edb__KS2,fung1-lau4,distinguished,,,,,,,
97420,風貌,風貌,hbl__08,,edb__KS2,fung1-maau6,view,,,,,,,
97430,風險,風險,hbl__08,,edb__KS2,fung1-him2,risk,,,,,,,
97440,風馳電掣,風馳電掣,hbl__08,,edb__KS2,fung1-ci4-din6-zai3,to pass swiftly like the wind or lightning,,,,,,,
97450,飛奔,飛奔,hbl__08,,edb__KS2,fei1-ban1,to dash,,,,,,,
97460,飛彈,飛彈,hbl__08,,edb__KS2,fei1-daan6[fei1-daan2],missile,,,,,,,
97470,飛揚,飛揚,hbl__08,,edb__KS2,fei1-joeng4,to fly upward,,,,,,,
97480,飛翔,飛翔,hbl__08,,edb__KS2,fei1-coeng4,to hover,,,,,,,
97490,飛越,飛越,hbl__08,,edb__KS2,fei1-jyut6,to fly over,,,,,,,
97500,食指,食指,hbl__08,,edb__KS2,sik6-zi2,index finger,,,,,,,
97510,飽滿,飽滿,hbl__08,,edb__KS2,baau2-mun5,full,,,,,,,
97520,養份,養份,hbl__08,,edb__KS2,joeng5-fan6,nutrient,,,,,,,
97530,養分,養分,hbl__08,,edb__KS2,joeng5-fan6,nutrient,,,,,,,
97540,餘地,餘地,hbl__08,,edb__KS2,jyu4-dei6,leeway,,,,,,,
97550,餵飼,餵飼,hbl__08,,edb__KS2,wai3-zi6,to feed,,,,,,,
97560,首屈一指,首屈一指,hbl__08,,edb__KS2,sau2-wat1-jat1-zi2,to be second to none,,,,,,,
97570,首席,首席,hbl__08,,edb__KS2,sau2-zik6,chief,,,,,,,
97580,首次,首次,hbl__08,,edb__KS2,sau2-ci3,first time,,,,,,,
97590,首當其衝,首當其衝,hbl__08,,edb__KS2,sau2-dong1-kei4-cung1,to be the first one affected,,,,,,,
97600,首都,首都,hbl__08,,edb__KS2,sau2-dou1,capital,,,,,,,
97610,首長,首長,hbl__08,,edb__KS2,sau2-zoeng2,senior officer,,,,,,,
97620,首領,首領,hbl__08,,edb__KS2,sau2-ling5,leader,,,,,,,
97630,首飾,首飾,hbl__08,,edb__KS2,sau2-sik1,jewellery,,,,,,,
97640,馳名,馳名,hbl__08,,edb__KS2,ci4-ming4,well-known,,,,,,,
97650,駕,駕,hbl__08,,edb__KS2,gaa3,to drive,,,,,,,
97660,驅使,驅使,hbl__08,,edb__KS2,keoi1-si2,to order about,,,,,,,
97670,驅動,驅動,hbl__08,,edb__KS2,keoi1-dung6,to drive,,,,,,,
97680,驅逐,驅逐,hbl__08,,edb__KS2,keoi1-zuk6,to drive out,,,,,,,
97690,驕人,驕人,hbl__08,,edb__KS2,giu1-jan4,proud,,,,,,,
97700,驗,驗,hbl__08,,edb__KS2,jim6,to examine,,,,,,,
97710,驗算,驗算,hbl__08,,edb__KS2,jim6-syun3,verify the computation,,,,,,,
97720,驗證,驗證,hbl__08,,edb__KS2,jim6-zing3,to verify,,,,,,,
97730,驚歎,驚歎,hbl__08,,edb__KS2,ging1-taan3,to wonder at,,,,,,,
97740,驚異,驚異,hbl__08,,edb__KS2,ging1-ji6,surprised,,,,,,,
97750,驚醒,驚醒,hbl__08,,edb__KS2,ging1-sing2,to wake up with a start,,,,,,,
97760,骨幹,骨幹,hbl__08,,edb__KS2,gwat1-gon3,backbone,,,,,,,
97770,骨骼,骨骼,hbl__08,,edb__KS2,gwat1-gaak3,bones,,,,,,,
97780,骨髓,骨髓,hbl__08,,edb__KS2,gwat1-seoi5,marrow,,,,,,,
97790,體會,體會,hbl__08,,edb__KS2,tai2-wui6,to know from experience,,,,,,,
97800,體温,體温,hbl__08,,edb__KS2,tai2-wan1,body temperature,,,,,,,
97810,體現,體現,hbl__08,,edb__KS2,tai2-jin6,to embody,,,,,,,
97820,體積,體積,hbl__08,,edb__KS2,tai2-zik1,volume,,,,,,,
97830,體系,體系,hbl__08,,edb__KS2,tai2-hai6,system,,,,,,,
97840,體能,體能,hbl__08,,edb__KS2,tai2-nang4,physical fitness,,,,,,,
97850,體裁,體裁,hbl__08,,edb__KS2,tai2-coi4,type or form of literature,,,,,,,
97860,體諒,體諒,hbl__08,,edb__KS2,tai2-loeng6,to show understanding and sympathy for,,,,,,,
97870,體驗,體驗,hbl__08,,edb__KS2,tai2-jim6,to learn through practice,,,,,,,
97880,高下,高下,hbl__08,,edb__KS2,gou1-haa6,high and low,,,,,,,
97890,高中,高中,hbl__08,,edb__KS2,gou1-zung1,senior secondary school or level,,,,,,,
97900,高企,高企,hbl__08,,edb__KS2,gou1-kei5,at a high level (of price),,,,,,,
97910,高原,高原,hbl__08,,edb__KS2,gou1-jyun4,plateau,,,,,,,
97920,高壓,高壓,hbl__08,,edb__KS2,gou1-aat3,high pressure,,,,,,,
97930,高尚,高尚,hbl__08,,edb__KS2,gou1-soeng6,noble,,,,,,,
97940,高層,高層,hbl__08,,edb__KS2,gou1-cang4,high level,,,,,,,
97950,高峯,高峯,hbl__08,,edb__KS2,gou1-fung1,peak,,,,,,,
97960,高度,高度,hbl__08,,edb__KS2,gou1-dou6,height,,,,,,,
97970,高手,高手,hbl__08,,edb__KS2,gou1-sau2,master,,,,,,,
97980,高明,高明,hbl__08,,edb__KS2,gou1-ming4,brilliant,,,,,,,
97990,高材生,高材生,hbl__08,,edb__KS2,gou1-coi4-sang1,outstanding student,,,,,,,
98000,高檔,高檔,hbl__08,,edb__KS2,gou1-dong3,top grade,,,,,,,
98010,高深,高深,hbl__08,,edb__KS2,gou1-sam1,profound,,,,,,,
98020,高潮,高潮,hbl__08,,edb__KS2,gou1-ciu4,climax,,,,,,,
98030,高等,高等,hbl__08,,edb__KS2,gou1-dang2,higher,,,,,,,
98040,高貴,高貴,hbl__08,,edb__KS2,gou1-gwai3,noble,,,,,,,
98050,高雅,高雅,hbl__08,,edb__KS2,gou1-ngaa5,elegant,,,,,,,
106530,髮型師,髮型師,hbl__08,,,faat3-jing4-si1,hairstylist,,,,,,,
98060,鬆弛,鬆弛,hbl__08,,edb__KS2,sung1-ci4,flabby,,,,,,,
98070,鬆散,鬆散,hbl__08,,edb__KS2,sung1-saan2,loose,,,,,,,
98080,鬥志,鬥志,hbl__08,,edb__KS2,dau3-zi3,fighting will,,,,,,,
98090,鬥爭,鬥爭,hbl__08,,edb__KS2,dau3-zang1,conflict,,,,,,,
98100,魂,魂,hbl__08,,edb__KS2,wan4,soul,,,,,,,
98110,魔鬼,魔鬼,hbl__08,,edb__KS2,mo1-gwai2,devil,,,,,,,
98120,鮮明,鮮明,hbl__08,,edb__KS2,sin1-ming4,bright,,,,,,,
98130,鮮為人知,鮮為人知,hbl__08,,edb__KS2,sin2-wai4-jan4-zi1,rarely known by people,,,,,,,
98140,鮮美,鮮美,hbl__08,,edb__KS2,sin1-mei5,good and fresh (in colour or taste),,,,,,,
98150,鳳凰,鳳凰,hbl__08,,edb__KS2,fung6-wong4,phoenix,,,,,,,
98160,鳴,鳴,hbl__08,,edb__KS2,ming4,to cry,,,,,,,
98170,鴉片,鴉片,hbl__08,,edb__KS2,aa1-pin3,opium,,,,,,,
98180,鶯,鶯,hbl__08,,edb__KS2,ang1,Chinese oriole,,,,,,,
98190,鶴,鶴,hbl__08,,edb__KS2,hok6,crane,,,,,,,
98200,麻,麻,hbl__08,,edb__KS2,maa4,hemp,,,,,,,
98210,麻木,麻木,hbl__08,,edb__KS2,maa4-muk6,numb,,,,,,,
98220,麻醉,麻醉,hbl__08,,edb__KS2,maa4-zeoi3,anaesthesia,,,,,,,
98230,黃土,黃土,hbl__08,,edb__KS2,wong4-tou2,loess,,,,,,,
98250,黑社會,黑社會,hbl__08,,edb__KS2,hak1-se5-wui6[hak1-se5-wui2],triad society,,,,,,,
98260,默然,默然,hbl__08,,edb__KS2,mak6-jin4,silent,,,,,,,
98270,點兒,點兒,hbl__08,,edb__KS2,dim2-ji4,a bit,,,,,,,
98280,點燃,點燃,hbl__08,,edb__KS2,dim2-jin4,to light,,,,,,,
98290,點算,點算,hbl__08,,edb__KS2,dim2-syun3,to tally,,,,,,,
98300,點綴,點綴,hbl__08,,edb__KS2,dim2-zeoi6,to embellish,,,,,,,
98310,鼓動,鼓動,hbl__08,,edb__KS2,gu2-dung6,to agitate,,,,,,,
98320,鼓舞,鼓舞,hbl__08,,edb__KS2,gu2-mou5,to encourage,,,,,,,
98330,齊,齊,hbl__08,,edb__KS2,cai4,neat,,,,,,,
98340,齊全,齊全,hbl__08,,edb__KS2,cai4-cyun4,complete,,,,,,,
98350,龍井,龍井,hbl__08,,edb__KS2,lung4-zeng2,Longjing tea,,,,,,,
98360,龍門,龍門,hbl__08,,edb__KS2,lung4-mun4,goal,,,,,,,
98370,龐大,龐大,hbl__08,,edb__KS2,pong4-daai6,huge,,,,,,,
98380,下下,下下,hbl__09,cat__freq,edb__NA,haa5-haa5,every time,,,,,,,
98390,不妨,不妨,hbl__09,,edb__KS2,bat1-fong4,might as well,,,,,,,
98400,不懈,不懈,hbl__09,,edb__KS2,bat1-haai6,untiring,,,,,,,
98410,伐,伐,hbl__09,,edb__KS2,fat6,to cut down,,,,,,,
98420,休憩,休憩,hbl__09,,edb__KS2,jau1-hei3,to take a rest,,,,,,,
98430,伴侶,伴侶,hbl__09,,edb__KS2,bun6-leoi5,mate,,,,,,,
98440,作弊,作弊,hbl__09,,edb__KS2,zok3-bai6,to cheat,,,,,,,
98450,侮辱,侮辱,hbl__09,,edb__KS2,mou5-juk6,to insult,,,,,,,
98460,侵襲,侵襲,hbl__09,,edb__KS2,cam1-zaap6,to invade and attack,,,,,,,
98470,信貸,信貸,hbl__09,,edb__KS2,seon3-taai3,credit loan,,,,,,,
98480,倘,倘,hbl__09,,edb__KS2,tong2,if,,,,,,,
98490,倚,倚,hbl__09,,edb__KS2,ji2,to lean on,,,,,,,
98500,倫理,倫理,hbl__09,,edb__KS2,leon4-lei5,ethics,,,,,,,
98510,偵察,偵察,hbl__09,,edb__KS2,zing1-caat3,scout,,,,,,,
98520,偵探,偵探,hbl__09,,edb__KS2,zing1-taam3,detective,,,,,,,
98530,偵查,偵查,hbl__09,,edb__KS2,zing1-caa4,to investigate,,,,,,,
98540,偷竊,偷竊,hbl__09,,edb__KS2,tau1-sit3,stealing,,,,,,,
98550,傾瀉,傾瀉,hbl__09,,edb__KS2,king1-se3,to come down in torrents,,,,,,,
98560,僱主,僱主,hbl__09,,edb__KS2,gu3-zyu2,employer,,,,,,,
98570,僱員,僱員,hbl__09,,edb__KS2,gu3-jyun4,employee,,,,,,,
98580,僱用,僱用,hbl__09,,edb__KS2,gu3-jung6,to employ,,,,,,,
98590,僵硬,僵硬,hbl__09,,edb__KS2,goeng1-ngaang6,stiff,,,,,,,
98600,儉樸,儉樸,hbl__09,,edb__KS2,gim6-pok3,simple,,,,,,,
98610,優劣,優劣,hbl__09,,edb__KS2,jau1-lyut3,good and bad,,,,,,,
98620,允許,允許,hbl__09,,edb__KS2,wan5-heoi2,to permit,,,,,,,
98630,兆,兆,hbl__09,cat__num,edb__NA,siu6,trillion,,,,,,,
98640,光澤,光澤,hbl__09,,edb__KS2,gwong1-zaak6,lustre,,,,,,,
98650,光禿禿,光禿禿,hbl__09,,edb__KS2,gwong1-tuk1-tuk1,bare,,,,,,,
98660,免疫,免疫,hbl__09,,edb__KS2,min5-jik6,immunity,,,,,,,
98670,兜,兜,hbl__09,,edb__KS2,dau1,pocket,,,,,,,
98680,全力以赴,全力以赴,hbl__09,,edb__KS2,cyun4-lik6-ji5-fu6,to spare no effort,,,,,,,
98690,公援,公援,hbl__09,,edb__KS2,gung1-wun4[gung1-jyun4],Comprehensive Social Security Assistance,,,,,,,
98700,凋零,凋零,hbl__09,,edb__KS2,diu1-ling4,withered,,,,,,,
98710,凱旋,凱旋,hbl__09,,edb__KS2,hoi2-syun4,triumphant return,,,,,,,
98720,凸,凸,hbl__09,,edb__KS2,dat6,bulge,,,,,,,
98730,凹,凹,hbl__09,,edb__KS2,nap1,concave,,,,,,,
98740,利弊,利弊,hbl__09,,edb__KS2,lei6-bai6,advantages and disadvantages,,,,,,,
98750,加盟,加盟,hbl__09,,edb__KS2,gaa1-mang4,to league,,,,,,,
98760,勞役,勞役,hbl__09,,edb__KS2,lou4-jik6,penal servitude,,,,,,,
98770,匯報,匯報,hbl__09,,edb__KS2,wui6-bou3,to report,,,,,,,
98780,匯演,匯演,hbl__09,,edb__KS2,wui6-jin2,joint performance,,,,,,,
98790,區域,區域,hbl__09,,edb__KS2,keoi1-wik6,area,,,,,,,
98800,半瓶醋,半瓶醋,hbl__09,,edb__KS2,bun3-ping4-cou3,one who has a superficial knowledge of something,,,,,,,
98810,卑鄙,卑鄙,hbl__09,,edb__KS2,bei1-pei2,mean,,,,,,,
98820,卸,卸,hbl__09,,edb__KS2,se3,to unload,,,,,,,
98830,取締,取締,hbl__09,,edb__KS2,ceoi2-dai3,to ban,,,,,,,
98840,受賄,受賄,hbl__09,,edb__KS2,sau6-kui2,to accept bribes,,,,,,,
98850,叮囑,叮囑,hbl__09,,edb__KS2,ding1-zuk1,to exhort,,,,,,,
98860,同盟,同盟,hbl__09,,edb__KS2,tung4-mang4,alliance,,,,,,,
98870,吖嘛,吖嘛,hbl__09,cat__freq,edb__NA,aa1-maa3,correct?,,,,,,,
98880,吟,吟,hbl__09,,edb__KS2,jam4,to chant,,,,,,,
98890,呻吟,呻吟,hbl__09,,edb__KS2,san1-jam4,to groan,,,,,,,
98900,咀嚼,咀嚼,hbl__09,,edb__KS2,zeoi2-zoek3,to chew,,,,,,,
98910,咒,咒,hbl__09,,edb__KS2,zau3,incantation,,,,,,,
98920,哀悼,哀悼,hbl__09,,edb__KS2,oi1-dou6,to grieve for one's death,,,,,,,
98930,喪失,喪失,hbl__09,,edb__KS2,song3-sat1,to lose,,,,,,,
98940,嗅覺,嗅覺,hbl__09,,edb__KS2,cau3-gok3,olfaction,,,,,,,
98950,噪音,噪音,hbl__09,,edb__KS2,cou3-jam1,noise,,,,,,,
98960,嚴謹,嚴謹,hbl__09,,edb__KS2,jim4-gan2,strict,,,,,,,
98970,嚼,嚼,hbl__09,,edb__KS2,zoek3,to chew,,,,,,,
98980,囑咐,囑咐,hbl__09,,edb__KS2,zuk1-fu6,to tell,,,,,,,
98990,土壤,土壤,hbl__09,,edb__KS2,tou2-joeng6,soil,,,,,,,
99000,垮,垮,hbl__09,,edb__KS2,kwaa1,to collapse,,,,,,,
99010,基督教,基督教,hbl__09,,edb__KS2,gei1-duk1-gaau3,Christianity,,,,,,,
99020,堡壘,堡壘,hbl__09,,edb__KS2,bou2-leoi5,fort,,,,,,,
99030,塵埃,塵埃,hbl__09,,edb__KS2,can4-oi1[can4-aai1],dust,,,,,,,
99040,墜,墜,hbl__09,,edb__KS2,zeoi6,to fall,,,,,,,
99050,增援,增援,hbl__09,,edb__KS2,zang1-wun4[zang1-jyun4],to reinforce,,,,,,,
99060,墮,墮,hbl__09,,edb__KS2,do6,to fall,,,,,,,
99070,墮落,墮落,hbl__09,,edb__KS2,do6-lok6,to degenerate,,,,,,,
99080,外匯,外匯,hbl__09,,edb__KS2,ngoi6-wui6,foreign exchange,,,,,,,
99090,外貿,外貿,hbl__09,,edb__KS2,ngoi6-mau6,foreign trade,,,,,,,
99100,大概,大概,hbl__09,,edb__KS2,daai6-koi3,approximately,,,,,,,
99110,大鑊,大鑊,hbl__09,cat__freq,edb__NA,daai6-wok6,big trouble,,,,,,,
99120,天倫,天倫,hbl__09,,edb__KS2,tin1-leon4,"the natural bonds, ethical relationships between family",,,,,,,
99130,契約,契約,hbl__09,,edb__KS2,kai3-joek3,contract,,,,,,,
99140,奔喪,奔喪,hbl__09,,edb__KS2,ban1-song1,to hasten home for funeral,,,,,,,
99150,奔赴,奔赴,hbl__09,,edb__KS2,ban1-fu6,to rush to,,,,,,,
99160,奢侈,奢侈,hbl__09,,edb__KS2,ce1-ci2,luxurious,,,,,,,
99170,奴隸,奴隸,hbl__09,,edb__KS2,nou4-dai6,slave,,,,,,,
99180,妨礙,妨礙,hbl__09,,edb__KS2,fong4-ngoi6,to hinder,,,,,,,
99190,委婉,委婉,hbl__09,,edb__KS2,wai2-jyun2,tactful,,,,,,,
99200,婚姻,婚姻,hbl__09,,edb__KS2,fan1-jan1,marriage,,,,,,,
99210,宰相,宰相,hbl__09,,edb__KS2,zoi2-soeng3,the prime minister,,,,,,,
99220,富豪,富豪,hbl__09,,edb__KS2,fu3-hou4,rich and powerful people,,,,,,,
99230,審慎,審慎,hbl__09,,edb__KS2,sam2-san6,cautious,,,,,,,
99240,寬恕,寬恕,hbl__09,,edb__KS2,fun1-syu3,to forgive,,,,,,,
99250,尋覓,尋覓,hbl__09,,edb__KS2,cam4-mik6,to look for,,,,,,,
99260,屆,屆,hbl__09,,edb__KS2,gaai3,item in a series,,,,,,,
99270,屆時,屆時,hbl__09,,edb__KS2,gaai3-si4,at the appointed time,,,,,,,
99280,屈辱,屈辱,hbl__09,,edb__KS2,wat1-juk6,humiliation,,,,,,,
99290,屠殺,屠殺,hbl__09,,edb__KS2,tou4-saat3,to slaughter,,,,,,,
99300,屹立,屹立,hbl__09,,edb__KS2,ngat6-lap6[ngat6-laap6],to stand towering,,,,,,,
99310,崖,崖,hbl__09,,edb__KS2,ngaai4,cliff,,,,,,,
99320,崩潰,崩潰,hbl__09,,edb__KS2,bang1-kui2,to breakdown,,,,,,,
99330,巡邏,巡邏,hbl__09,,edb__KS2,ceon4-lo4,to go on patrol,,,,,,,
99340,幢,幢,hbl__09,,edb__KS2,zong6,a measure word,,,,,,,
99350,幻想,幻想,hbl__09,,edb__KS2,waan6-soeng2,to imagine,,,,,,,
99360,庇護,庇護,hbl__09,,edb__KS2,bei3-wu6,to shelter,,,,,,,
99370,弊病,弊病,hbl__09,,edb__KS2,bai6-beng6,malady,,,,,,,
99380,弊端,弊端,hbl__09,,edb__KS2,bai6-dyun1,abuse,,,,,,,
99390,彷彿,彷彿,hbl__09,,edb__KS2,fong2-fat1,to seem,,,,,,,
99400,彼岸,彼岸,hbl__09,,edb__KS2,bei2-ngon6,the other shore,,,,,,,
99410,彼此,彼此,hbl__09,,edb__KS2,bei2-ci2,each other,,,,,,,
99420,後裔,後裔,hbl__09,,edb__KS2,hau6-jeoi6,descendant,,,,,,,
99430,徘徊,徘徊,hbl__09,,edb__KS2,pui4-wui4,to linger,,,,,,,
99440,循序漸進,循序漸進,hbl__09,,edb__KS2,ceon4-zeoi6-zim6-zeon3,to proceed step by step,,,,,,,
99450,循環,循環,hbl__09,,edb__KS2,ceon4-waan4,to circulate,,,,,,,
99460,徵收,徵收,hbl__09,,edb__KS2,zing1-sau1,to collect,,,,,,,
99470,徵文,徵文,hbl__09,,edb__KS2,zing1-man4,to solicit articles,,,,,,,
99480,徵求,徵求,hbl__09,,edb__KS2,zing1-kau4,to ask for,,,,,,,
99490,徵狀,徵狀,hbl__09,,edb__KS2,zing1-zong6,sign,,,,,,,
99500,徽章,徽章,hbl__09,,edb__KS2,fai1-zoeng1,badge,,,,,,,
99510,心曠神怡,心曠神怡,hbl__09,,edb__KS2,sam1-kwong3-san4-ji4,refreshed in spirit,,,,,,,
99520,怠慢,怠慢,hbl__09,,edb__KS2,toi5-maan6,to treat coldly,,,,,,,
99530,悼念,悼念,hbl__09,,edb__KS2,dou6-nim6,to grieve over,,,,,,,
99540,悽慘,悽慘,hbl__09,,edb__KS2,cai1-caam2,miserable,,,,,,,
99550,惡劣,惡劣,hbl__09,,edb__KS2,ok3-lyut3,very bad,,,,,,,
99560,感慨,感慨,hbl__09,,edb__KS2,gam2-koi3,emotional,,,,,,,
99570,慎重,慎重,hbl__09,,edb__KS2,san6-zung6,cautious,,,,,,,
99580,慨歎,慨歎,hbl__09,,edb__KS2,koi3-taan3,to sigh with emotion,,,,,,,
99590,慷慨,慷慨,hbl__09,,edb__KS2,hong2-koi3,generous,,,,,,,
99600,應徵,應徵,hbl__09,,edb__KS2,jing3-zing1,to be recruited,,,,,,,
99610,懷孕,懷孕,hbl__09,,edb__KS2,waai4-jan6,to be pregnant,,,,,,,
99620,懸崖,懸崖,hbl__09,,edb__KS2,jyun4-ngaai4,overhanging cliff,,,,,,,
99630,戰役,戰役,hbl__09,,edb__KS2,zin3-jik6,battle,,,,,,,
99640,打瞌睡,打瞌睡,hbl__09,,edb__KS2,daa2-hap6-seoi6,to doze off,,,,,,,
99650,抵禦,抵禦,hbl__09,,edb__KS2,dai2-jyu6,to resist,,,,,,,
99660,抽屜,抽屜,hbl__09,,edb__KS2,cau1-tai3,drawer,,,,,,,
99670,拆卸,拆卸,hbl__09,,edb__KS2,caak3-se3,to dismantle,,,,,,,
99680,拘謹,拘謹,hbl__09,,edb__KS2,keoi1-gan2,cautious,,,,,,,
99690,招募,招募,hbl__09,,edb__KS2,ziu1-mou6,to recruit,,,,,,,
99700,招聘,招聘,hbl__09,,edb__KS2,ziu1-ping3,to recruit or hire or employ workers,,,,,,,
99710,拯救,拯救,hbl__09,,edb__KS2,cing2-gau3,to save,,,,,,,
99720,拼搏,拼搏,hbl__09,,edb__KS2,ping3-bok3[ping1-bok3],to struggle hard,,,,,,,
99730,捆,捆,hbl__09,,edb__KS2,kwan2,to tie,,,,,,,
99740,捐贈,捐贈,hbl__09,,edb__KS2,gyun1-zang6,to donate,,,,,,,
99750,掠,掠,hbl__09,,edb__KS2,loek6,to skim over,,,,,,,
99760,揉,揉,hbl__09,,edb__KS2,jau4,to knead,,,,,,,
99770,援助,援助,hbl__09,,edb__KS2,wun4-zo6[jyun4-zo6],help,,,,,,,
99780,搏鬥,搏鬥,hbl__09,,edb__KS2,bok3-dau3,to fight,,,,,,,
99790,搖晃,搖晃,hbl__09,,edb__KS2,jiu4-fong2,to sway,,,,,,,
99800,摺,摺,hbl__09,,edb__KS2,zip3,to fold,,,,,,,
99810,撤,撤,hbl__09,,edb__KS2,cit3,to remove,,,,,,,
99820,撤軍,撤軍,hbl__09,,edb__KS2,cit3-gwan1,to withdraw troops,,,,,,,
99830,撤銷,撤銷,hbl__09,,edb__KS2,cit3-siu1,to cancel,,,,,,,
99840,撫恤,撫恤,hbl__09,,edb__KS2,fu2-seot1,to comfort a bereaved family or a disabled person,,,,,,,
99850,撫養,撫養,hbl__09,,edb__KS2,fu2-joeng5,to bring up,,,,,,,
99860,操縱,操縱,hbl__09,,edb__KS2,cou1-zung3,to operate or control,,,,,,,
99870,擱,擱,hbl__09,,edb__KS2,gok3,to put,,,,,,,
99880,攀,攀,hbl__09,,edb__KS2,paan1,to climb,,,,,,,
99890,攀登,攀登,hbl__09,,edb__KS2,paan1-dang1,to climb,,,,,,,
99900,攔,攔,hbl__09,,edb__KS2,laan4,bar,,,,,,,
99910,支援,支援,hbl__09,,edb__KS2,zi1-wun4[zi1-jyun4],to support,,,,,,,
99920,救援,救援,hbl__09,,edb__KS2,gau3-wun4[gau3-jyun4],to rescue,,,,,,,
99930,敦促,敦促,hbl__09,,edb__KS2,deon1-cuk1,to urge,,,,,,,
